StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q12,Q13,Q14,Q15 
2021-10-14 13:52:31,2021-10-14 13:58:16,IP Address,100,345,True,2021-10-14 13:58:17,R_yymnTQLgmhaPsn7,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Agree,Disagree,Agree,Agree,Neither agree or disagree,Freshman,L&S Undeclared/Undecided on Major,Female,Asian,In state student,Independent
2021-10-14 13:36:49,2021-10-14 14:00:18,IP Address,100,1409,True,2021-10-14 14:00:18,R_3LdaA0UlGAycMVz,qr,EN,I consent to participate in this survey.,Agree,Disagree,No,Agree,Agree,Agree,Agree,Agree,Agree,Freshman,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,In state student,Independent
2021-10-14 14:08:50,2021-10-14 14:09:31,IP Address,100,41,True,2021-10-14 14:09:32,R_0HRY6uTVWTkaf8R,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Senior/5th year+,Haas School of Business,Female,Asian,In state student,Democratic Party
2021-10-14 14:08:45,2021-10-14 14:09:54,IP Address,100,68,True,2021-10-14 14:09:54,R_WcGhTvYPD5ZWgY9,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Neither agree or disagree,Agree,Agree,Agree,Agree,Disagree,Freshman,College of Engineering,Female,Asian,In state student,Democratic Party
2021-10-14 14:16:03,2021-10-14 14:17:10,IP Address,100,66,True,2021-10-14 14:17:10,R_3FUtxgMGv0MV2KM,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly disagree,Yes,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Senior/5th year+,College of Natural Resources,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 14:17:05,2021-10-14 14:18:12,IP Address,100,66,True,2021-10-14 14:18:12,R_3KMZMkrgCF2y83P,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Male,White,In state student,Democratic Party
2021-10-14 13:36:43,2021-10-14 14:20:12,IP Address,100,2608,True,2021-10-14 14:20:12,R_3fVLktkYc0tTgj7,anonymous,EN,I consent to participate in this survey.,Strongly agree,Neither agree or disagree,No,Agree,Agree,Disagree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Freshman,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Male,African-American/Black,In state student,Democratic Party
2021-10-14 14:20:10,2021-10-14 14:21:48,IP Address,100,97,True,2021-10-14 14:21:49,R_1FQWbHHicIDypOl,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,No,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Sophomore,Haas School of Business,Male,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 14:22:11,2021-10-14 14:23:40,IP Address,100,89,True,2021-10-14 14:23:40,R_1IaAfAgdURpNupE,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Sophomore,L&S Undeclared/Undecided on Major,Nonbinary,Chicanx/Latinx,In state student,Prefer not to state
2021-10-14 14:24:21,2021-10-14 14:25:25,IP Address,100,63,True,2021-10-14 14:25:25,R_RPOyMg1zkRHZ62R,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,In state student,Democratic Party
2021-10-14 13:14:42,2021-10-14 14:26:22,IP Address,100,4299,True,2021-10-14 14:26:23,R_vIuDMSD0G2DqpxL,qr,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,Yes,Agree,Neither agree or disagree,Strongly agree,Agree,Strongly agree,Agree,Senior/5th year+,"L&S Arts & Humanities Division (e.g., Art Practice, Rhetoric, French, Music)",Nonbinary,White,In state student,Prefer not to state
2021-10-14 13:05:25,2021-10-14 14:30:55,IP Address,100,5129,True,2021-10-14 14:30:55,R_1r1S1DvEXfcScPk,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Agree,Strongly agree,Neither agree or disagree,Agree,Agree,Disagree,Freshman,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Male,Asian,International student,Democratic Party
2021-10-14 14:29:22,2021-10-14 14:31:09,IP Address,100,107,True,2021-10-14 14:31:11,R_3fOEWzaDXTW04ll,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Strongly agree,No,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Sophomore,College of Engineering,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 14:30:38,2021-10-14 14:32:29,IP Address,100,110,True,2021-10-14 14:32:29,R_2zSarhBEEz5FH8w,anonymous,EN,I consent to participate in this survey.,Disagree,Disagree,Yes,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 14:35:23,2021-10-14 14:37:45,IP Address,100,141,True,2021-10-14 14:37:45,R_9XiMcJq4Po9joKR,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Neither agree or disagree,Strongly agree,Disagree,Neither agree or disagree,Strongly agree,Strongly disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 14:38:08,2021-10-14 14:40:19,IP Address,100,131,True,2021-10-14 14:40:20,R_3J91Rz9UXEiGnZm,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Disagree,Disagree,Strongly disagree,Agree,Neither agree or disagree,Strongly agree,Sophomore,College of Engineering,Male,White,International student,Democratic Party
2021-10-14 14:36:20,2021-10-14 14:41:09,IP Address,100,288,True,2021-10-14 14:41:09,R_2dAaFSXcoNZ8wiN,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Strongly agree,Agree,Neither agree or disagree,Agree,Strongly agree,Disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 14:55:59,2021-10-14 14:57:20,IP Address,100,80,True,2021-10-14 14:57:20,R_2q3gPu8rbgAowTS,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Neither agree or disagree,Agree,Disagree,Agree,Agree,Neither agree or disagree,Junior,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Male,Decline to State,In state student,Democratic Party
2021-10-14 14:56:50,2021-10-14 14:58:02,IP Address,100,71,True,2021-10-14 14:58:02,R_1EhtkBwKVJMZBjI,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Neither agree or disagree,Agree,Disagree,Disagree,Agree,Disagree,Senior/5th year+,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Asian,International student,Democratic Party
2021-10-14 14:59:34,2021-10-14 15:02:05,IP Address,100,150,True,2021-10-14 15:02:05,R_08r0EhZfoUpIcDv,anonymous,EN,I consent to participate in this survey.,Agree,Strongly agree,No,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Freshman,L&S Undeclared/Undecided on Major,Male,African-American/Black,In state student,Democratic Party
2021-10-14 15:08:01,2021-10-14 15:09:41,IP Address,100,99,True,2021-10-14 15:09:41,R_3DoKKNYM2zNgrqd,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Disagree,Disagree,Disagree,Agree,Neither agree or disagree,Disagree,Junior,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Male,Asian,Out of state student,Democratic Party
2021-10-14 15:12:46,2021-10-14 15:13:44,IP Address,100,57,True,2021-10-14 15:13:45,R_3G1ZfgTVnCZDH3w,anonymous,EN,I consent to participate in this survey.,Disagree,Disagree,No,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Sophomore,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Male,White,In state student,Democratic Party
2021-10-14 13:20:48,2021-10-14 15:29:43,IP Address,100,7734,True,2021-10-14 15:29:44,R_24iSfFXFokAJVff,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Junior,"L&S Arts & Humanities Division (e.g., Art Practice, Rhetoric, French, Music)",Female,White,In state student,Democratic Party
2021-10-14 15:35:37,2021-10-14 15:36:26,IP Address,100,48,True,2021-10-14 15:36:31,R_27ExtCqcFIx8yQM,anonymous,EN,I consent to participate in this survey.,Agree,Disagree,No,Agree,Strongly agree,Neither agree or disagree,Strongly agree,Agree,Neither agree or disagree,Sophomore,L&S Undeclared/Undecided on Major,Male,Asian,In state student,Democratic Party
2021-10-14 15:36:40,2021-10-14 15:37:50,IP Address,100,70,True,2021-10-14 15:37:51,R_1H69MlGQ9rh2YOd,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Disagree,Neither agree or disagree,Disagree,Agree,Agree,Strongly disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,International student,Democratic Party
2021-10-14 15:35:44,2021-10-14 15:37:59,IP Address,100,134,True,2021-10-14 15:37:59,R_2qBItyKWUvkFP1h,anonymous,EN,I consent to participate in this survey.,Strongly agree,Neither agree or disagree,No,Agree,Agree,Agree,Agree,Strongly agree,Neither agree or disagree,Freshman,College of Engineering,Male,African-American/Black,In state student,Democratic Party
2021-10-14 14:21:20,2021-10-14 15:39:12,IP Address,100,4672,True,2021-10-14 15:39:12,R_3shSjbTUUO9prh8,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Freshman,College of Engineering,Female,Asian,In state student,Democratic Party
2021-10-14 14:18:40,2021-10-14 15:39:43,IP Address,100,4863,True,2021-10-14 15:39:43,R_1LwD23T4sMFjW4O,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Freshman,College of Engineering,Male,Asian,Out of state student,Undecided
2021-10-14 15:39:41,2021-10-14 15:41:12,IP Address,100,91,True,2021-10-14 15:41:12,R_24P23Ca54K4rDff,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,White,Out of state student,Green Party
2021-10-14 15:41:33,2021-10-14 15:42:50,IP Address,100,76,True,2021-10-14 15:42:51,R_1rChW4mQW9mt8BQ,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Agree,Agree,Neither agree or disagree,Strongly agree,Agree,Neither agree or disagree,Sophomore,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Nonbinary,Asian,In state student,Prefer not to state
2021-10-14 15:51:38,2021-10-14 15:52:49,IP Address,100,71,True,2021-10-14 15:52:50,R_3kHyBibXPk6xB57,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Senior/5th year+,College of Engineering,Male,White,International student,Republican Party
2021-10-14 15:51:17,2021-10-14 15:52:56,IP Address,100,98,True,2021-10-14 15:52:56,R_3PyNQUo6jBojqbW,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Senior/5th year+,College of Engineering,Male,White,In state student,Independent
2021-10-14 15:50:35,2021-10-14 15:54:24,IP Address,100,229,True,2021-10-14 15:54:24,R_8x1JcC3skUHTIIx,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Neither agree or disagree,Disagree,Disagree,Agree,Neither agree or disagree,Disagree,Senior/5th year+,College of Engineering,Female,White,International student,Undecided
2021-10-14 15:52:42,2021-10-14 15:54:30,IP Address,100,107,True,2021-10-14 15:54:30,R_1jPpTMUVZeEbBGW,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Senior/5th year+,College of Engineering,Male,White,International student,Democratic Party
2021-10-14 15:52:56,2021-10-14 15:54:34,IP Address,100,98,True,2021-10-14 15:54:34,R_6A36YoVjl1eB0l3,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Junior,College of Natural Resources,Female,White,In state student,Democratic Party
2021-10-14 15:53:41,2021-10-14 15:54:48,IP Address,100,67,True,2021-10-14 15:54:49,R_PAKZzpJZ68OocRb,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,Yes,Strongly agree,Neither agree or disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Senior/5th year+,College of Engineering,Female,White,Out of state student,Democratic Party
2021-10-14 15:52:57,2021-10-14 15:55:03,IP Address,100,125,True,2021-10-14 15:55:03,R_3QMJPJmkfuUR7Re,anonymous,EN,I consent to participate in this survey.,Disagree,Neither agree or disagree,No,Disagree,Strongly disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Strongly disagree,Senior/5th year+,Haas School of Business,Nonbinary,Pacific Islander,Out of state student,Republican Party
2021-10-14 15:54:39,2021-10-14 15:55:54,IP Address,100,75,True,2021-10-14 15:55:54,R_1pyW9KckVQ5zIQc,qr,EN,I consent to participate in this survey.,Neither agree or disagree,Disagree,No,Agree,Neither agree or disagree,Strongly agree,Agree,Neither agree or disagree,Agree,Sophomore,L&S Undeclared/Undecided on Major,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 15:54:42,2021-10-14 15:56:26,IP Address,100,103,True,2021-10-14 15:56:27,R_3D0l87ttjxvq5QC,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Neither agree or disagree,Disagree,Strongly agree,Agree,Agree,Sophomore,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,White,In state student,Democratic Party
2021-10-14 15:56:14,2021-10-14 15:58:13,IP Address,100,119,True,2021-10-14 15:58:14,R_1msFb4TdTnymMSQ,qr,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Agree,Agree,Strongly agree,Neither agree or disagree,Agree,Neither agree or disagree,Junior,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 15:56:25,2021-10-14 15:58:42,IP Address,100,136,True,2021-10-14 15:58:42,R_2YLGlJxBn6MdKZx,qr,EN,I consent to participate in this survey.,Strongly Disagree,Strongly disagree,No,Agree,Neither agree or disagree,Strongly agree,Strongly agree,Agree,Disagree,Senior/5th year+,Haas School of Business,Female,White,International student,Prefer not to state
2021-10-14 15:58:09,2021-10-14 16:00:03,IP Address,100,114,True,2021-10-14 16:00:04,R_1LMBGqBGgPV9Q9A,qr,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Senior/5th year+,Haas School of Business,Female,White,In state student,Democratic Party
2021-10-14 15:54:53,2021-10-14 16:00:14,IP Address,100,321,True,2021-10-14 16:00:14,R_2ZKOhXOXJU8z6Bd,qr,EN,I consent to participate in this survey.,Agree,Agree,Yes,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Sophomore,College of Natural Resources,Female,Asian,In state student,Democratic Party
2021-10-14 15:58:11,2021-10-14 16:01:33,IP Address,100,201,True,2021-10-14 16:01:33,R_1mJWDsTxHBCeYDV,qr,EN,I consent to participate in this survey.,Disagree,Disagree,No,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Senior/5th year+,College of Engineering,Male,White,International student,Democratic Party
2021-10-14 16:00:47,2021-10-14 16:01:51,IP Address,100,63,True,2021-10-14 16:01:51,R_6sd4Kq2MMO2vmG5,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Sophomore,Haas School of Business,Male,Asian,International student,Republican Party
2021-10-14 16:00:43,2021-10-14 16:02:30,IP Address,100,107,True,2021-10-14 16:02:30,R_1pKcDOVtVhz2ztr,qr,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Sophomore,L&S Undeclared/Undecided on Major,Female,Asian,International student,Undecided
2021-10-14 16:00:46,2021-10-14 16:03:45,IP Address,100,178,True,2021-10-14 16:03:45,R_3ne0m7eqYIRv7zM,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Sophomore,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Female,Asian,International student,Undecided
2021-10-14 16:03:26,2021-10-14 16:04:45,IP Address,100,79,True,2021-10-14 16:04:46,R_sMxx1U93NvXnhm1,qr,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Freshman,L&S Undeclared/Undecided on Major,Female,Asian,In state student,Republican Party
2021-10-14 16:05:13,2021-10-14 16:06:43,IP Address,100,89,True,2021-10-14 16:06:43,R_1OUpGvCMs30cx2A,qr,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Junior,Haas School of Business,Nonbinary,White,Out of state student,Undecided
2021-10-14 16:06:28,2021-10-14 16:07:14,IP Address,100,46,True,2021-10-14 16:07:14,R_3PmN1QSRVufsUKL,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Disagree,No,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Strongly agree,Disagree,Sophomore,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Nonbinary,Asian,International student,Undecided
2021-10-14 16:06:28,2021-10-14 16:07:54,IP Address,100,85,True,2021-10-14 16:07:54,R_3hzlwUwzw0gqbKq,anonymous,EN,I consent to participate in this survey.,Disagree,Disagree,No,Neither agree or disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Senior/5th year+,College of Engineering,Male,White,International student,Independent
2021-10-14 16:09:00,2021-10-14 16:10:41,IP Address,100,101,True,2021-10-14 16:10:42,R_D2lHSTXLlMACDJv,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Strongly agree,Agree,Agree,Strongly agree,Disagree,Neither agree or disagree,Senior/5th year+,College of Engineering,Male,Decline to State,Out of state student,Democratic Party
2021-10-14 16:04:33,2021-10-14 16:12:31,IP Address,100,477,True,2021-10-14 16:12:31,R_1Lk8abgvSvmJ8uG,qr,EN,I consent to participate in this survey.,Agree,Strongly agree,No,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly disagree,Senior/5th year+,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Female,White,International student,Independent
2021-10-14 16:12:19,2021-10-14 16:13:50,IP Address,100,90,True,2021-10-14 16:13:51,R_3PgGjeZbD4xKnkH,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Senior/5th year+,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Decline to State,Out of state student,Democratic Party
2021-10-14 16:11:01,2021-10-14 16:14:46,IP Address,100,225,True,2021-10-14 16:14:46,R_5Bi8HW1d0IEAYSd,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,,,
2021-10-14 16:15:52,2021-10-14 16:17:53,IP Address,100,121,True,2021-10-14 16:17:54,R_2tgvxb6UAxiyDvB,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Disagree,No,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Senior/5th year+,College of Engineering,Male,White,International student,Republican Party
2021-10-14 16:18:07,2021-10-14 16:19:20,IP Address,100,72,True,2021-10-14 16:19:21,R_2wdG9DIMGMelMYq,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Freshman,College of Natural Resources,Male,Chicanx/Latinx,In state student,Green Party
2021-10-14 16:21:29,2021-10-14 16:22:32,IP Address,100,63,True,2021-10-14 16:22:33,R_26m4T7JWS6KKqO3,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Senior/5th year+,College of Engineering,Female,White,Out of state student,Independent
2021-10-14 16:25:15,2021-10-14 16:27:52,IP Address,100,157,True,2021-10-14 16:27:52,R_2E0jjF0UadnfybV,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Strongly agree,Neither agree or disagree,Strongly agree,Strongly agree,Neither agree or disagree,Agree,Senior/5th year+,College of Engineering,Male,Decline to State,International student,Prefer not to state
2021-10-14 16:29:02,2021-10-14 16:31:01,IP Address,100,118,True,2021-10-14 16:31:01,R_1FDRcKc1P5n5ROp,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Junior,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,In state student,Democratic Party
2021-10-14 16:37:33,2021-10-14 16:39:10,IP Address,100,97,True,2021-10-14 16:39:11,R_3iUtNaJb06BL0np,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Junior,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 16:41:06,2021-10-14 16:42:14,IP Address,100,67,True,2021-10-14 16:42:14,R_1LIo312IL8JYABm,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Freshman,College of Engineering,Female,African-American/Black,Out of state student,Democratic Party
2021-10-14 16:41:13,2021-10-14 16:43:49,IP Address,100,156,True,2021-10-14 16:43:49,R_3p3iBPyn3CnPIAF,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Junior,Haas School of Business,Male,Asian,In state student,Democratic Party
2021-10-14 16:43:25,2021-10-14 16:45:23,IP Address,100,118,True,2021-10-14 16:45:23,R_3HncYxeJgLHYP1b,anonymous,EN,I consent to participate in this survey.,Agree,Strongly agree,Yes,Agree,Agree,Agree,Agree,Disagree,Agree,Freshman,L&S Undeclared/Undecided on Major,Female,White,Out of state student,Democratic Party
2021-10-14 16:46:43,2021-10-14 16:48:22,IP Address,100,99,True,2021-10-14 16:48:23,R_1ghcmlSpud1JILh,qr,EN,I consent to participate in this survey.,Disagree,Agree,No,Agree,Disagree,Disagree,Agree,Agree,Disagree,Sophomore,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Female,African-American/Black,In state student,Democratic Party
2021-10-14 16:48:55,2021-10-14 16:49:55,IP Address,100,60,True,2021-10-14 16:49:55,R_3D7q87boKqffm9e,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,In state student,Democratic Party
2021-10-14 16:55:33,2021-10-14 16:57:01,IP Address,100,88,True,2021-10-14 16:57:01,R_3ylqjip2nxxJH69,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Senior/5th year+,L&S Undeclared/Undecided on Major,Female,Asian,In state student,Undecided
2021-10-14 17:05:24,2021-10-14 17:06:45,IP Address,100,81,True,2021-10-14 17:06:46,R_1mEoGn5W80sYvyD,anonymous,EN,I consent to participate in this survey.,Strongly agree,Neither agree or disagree,No,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Strongly agree,Neither agree or disagree,Sophomore,L&S Undeclared/Undecided on Major,Female,Asian,In state student,Democratic Party
2021-10-14 17:07:31,2021-10-14 17:10:11,IP Address,100,160,True,2021-10-14 17:10:12,R_1IE5a4QiKhvga35,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Agree,Neither agree or disagree,Disagree,Agree,Strongly agree,Neither agree or disagree,Sophomore,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Asian,Out of state student,Democratic Party
2021-10-14 17:16:56,2021-10-14 17:22:27,IP Address,100,331,True,2021-10-14 17:22:28,R_2VOnXPydXI00ozS,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Agree,Disagree,Disagree,Agree,Disagree,Freshman,L&S Undeclared/Undecided on Major,Female,White,Out of state student,Democratic Party
