StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16 
2020-10-22 12:10:55,2020-10-22 12:12:11,IP Address,100,76,True,2020-10-22 12:12:12,R_2wte4n6q4VICjvy,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more",No change,1-3,Not changed,Decreased,Decreased,Increased,"No, I use them significantly less",White,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Senior,No,In California with peers or alone
2020-10-22 12:10:40,2020-10-22 12:12:18,IP Address,100,98,True,2020-10-22 12:12:19,R_pKvjtpUosvm3NpT,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Not changed,Not changed,Decreased,Not changed,No change,Chicanx/Latinx,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Junior,Yes,In California with family
2020-10-22 12:13:15,2020-10-22 12:15:28,IP Address,100,132,True,2020-10-22 12:15:28,R_1mE3s7XWZKo1qH2,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",0,Not changed,Increased,Decreased,Not changed,No change,International student,Female,College of Natural Resources,Freshman,No,In Berkeley/Campus Housing
2020-10-22 12:19:28,2020-10-22 12:20:36,IP Address,100,68,True,2020-10-22 12:20:36,R_1eqNqLxkoCKsdBf,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",0,Decreased,Decreased,Decreased,Increased,"No, I use them slightly less",White,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,No,In California with peers or alone
2020-10-22 12:19:31,2020-10-22 12:21:46,IP Address,100,135,True,2020-10-22 12:21:46,R_11Xy8lmP43zqCOb,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",1-3,Decreased,Not changed,Not changed,Increased,No change,Chicanx/Latinx,Male,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Junior,Yes,In Berkeley/Campus Housing
2020-10-22 12:29:49,2020-10-22 12:31:02,IP Address,100,73,True,2020-10-22 12:31:02,R_3Pcw3lwfFoKjDvy,anonymous,EN,I consent to participate in this survey.,No change,"Yes, significantly more",1-3,Increased,Not changed,Not changed,Increased,"No, I use them significantly less",White,Nonbinary,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Junior,Yes,In Berkeley/Co-ops
2020-10-22 12:33:38,2020-10-22 12:35:00,IP Address,100,82,True,2020-10-22 12:35:00,R_3p3hiNNFbA1TGgI,anonymous,EN,,"Yes, significantly more","Yes, slightly more",0,Decreased,Decreased,Decreased,Not changed,"No, I use them slightly less",White,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Junior,Yes,In California with family
2020-10-22 12:38:06,2020-10-22 12:39:27,IP Address,100,81,True,2020-10-22 12:39:28,R_3Ddrcr2lvYuwWvk,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",0,Increased,Decreased,Decreased,Not changed,"Yes, I use them slightly more",Chicanx/Latinx,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Junior,Yes,In California with peers or alone
2020-10-22 12:41:05,2020-10-22 12:41:59,IP Address,100,53,True,2020-10-22 12:41:59,R_1dyMbix7joo9DRY,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",0,Not changed,Decreased,Decreased,Increased,"No, I use them slightly less",White,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,No,In California with peers or alone
2020-10-22 13:11:03,2020-10-22 13:13:00,IP Address,100,116,True,2020-10-22 13:13:01,R_3CWbzexx21MlyKO,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",0,Decreased,Decreased,,Increased,"No, I use them slightly less",Chicanx/Latinx,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,No,In California with peers or alone
2020-10-22 13:22:46,2020-10-22 13:25:37,IP Address,100,171,True,2020-10-22 13:25:38,R_1OPnLFW0ALIryFc,anonymous,EN,I consent to participate in this survey.,No change,"No, significantly less",0,Increased,Decreased,Decreased,Increased,No change,White,Decline to state,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,No,In California with peers or alone
2020-10-22 13:33:43,2020-10-22 13:34:40,IP Address,100,56,True,2020-10-22 13:34:40,R_bDgUW9zRIuLpM7n,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",1-3,Not changed,Not changed,Decreased,Increased,"Yes, I use them slightly more",Asian American,Female,L&S Undeclared/Undecided on Major,Sophomore,No,In California with family
2020-10-22 13:35:47,2020-10-22 13:37:06,IP Address,100,78,True,2020-10-22 13:37:06,R_3CWwjZpKUUi85c8,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",0,Decreased,Decreased,Decreased,Not changed,"No, I use them slightly less",White,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,Yes,In California with family
2020-10-22 13:37:02,2020-10-22 13:38:11,IP Address,100,69,True,2020-10-22 13:38:12,R_3JxcBLerTQsRDd8,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",1-3,Not changed,Decreased,Decreased,Increased,"No, I use them slightly less",White,Female,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Senior,No,In California with peers or alone
2020-10-22 13:42:30,2020-10-22 13:43:46,IP Address,100,76,True,2020-10-22 13:43:46,R_DvZSRp1LGwdid8d,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Decreased,Increased,Decreased,Increased,No change,White,Female,L&S Undeclared/Undecided on Major,Freshman,No,In Berkeley/Campus Housing
2020-10-22 13:41:47,2020-10-22 13:44:01,IP Address,100,133,True,2020-10-22 13:44:01,R_1i8wX0t00NuLLy8,anonymous,EN,I consent to participate in this survey.,"No, significantly less","Yes, slightly more",1-3,Increased,Decreased,Not changed,Increased,No change,International student,Female,College of Engineering,Sophomore,No,Outside California with family
2020-10-22 13:49:46,2020-10-22 13:51:08,IP Address,100,81,True,2020-10-22 13:51:09,R_2QtzeXWGlafDEN1,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",1-3,Not changed,Decreased,Decreased,Increased,"Yes, I use them significantly more",White,Female,"L&S Arts & Humanities Division (e.g., Art Practice, Rhetoric, French, Music)",Junior,No,In California with family
2020-10-22 13:52:42,2020-10-22 13:55:07,IP Address,100,145,True,2020-10-22 13:55:07,R_3h3FlowHwlhmxQK,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",1-3,Increased,Decreased,Decreased,Decreased,No change,Chicanx/Latinx,Nonbinary,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Junior,No,In California with family
2020-10-22 13:55:03,2020-10-22 13:58:03,IP Address,100,180,True,2020-10-22 13:58:03,R_898pP9Atv9TYQAV,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,0,Decreased,Not changed,Not changed,Increased,No change,White,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Freshman,No,In Berkeley/Campus Housing
2020-10-22 13:51:39,2020-10-22 14:19:31,IP Address,100,1671,True,2020-10-22 14:19:31,R_1HjahQHfAIPNrpd,anonymous,EN,I consent to participate in this survey.,No change,"No, slightly less",1-3,Increased,Decreased,,Decreased,"Yes, I use them slightly more",Asian American,Female,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Junior,No,In California with family
2020-10-22 14:36:13,2020-10-22 14:38:18,IP Address,100,125,True,2020-10-22 14:38:18,R_89dWhL7sPuL9h29,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",0,Decreased,Decreased,Decreased,Increased,"No, I use them slightly less",Chicanx/Latinx,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,Yes,In California with family
2020-10-22 15:05:12,2020-10-22 15:06:56,IP Address,100,103,True,2020-10-22 15:06:56,R_3wmL3tFeu5Puqg9,anonymous,EN,I consent to participate in this survey.,No change,"No, significantly less",0,Decreased,Decreased,Decreased,Decreased,No change,Asian American,Male,College of Engineering,Sophomore,No,In California with family
2020-10-22 15:12:39,2020-10-22 15:14:46,IP Address,100,127,True,2020-10-22 15:14:46,R_1Gy4fNAUK5cbRRZ,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",1-3,Not changed,Not changed,Decreased,Not changed,"Yes, I use them slightly more",Asian American,Male,College of Engineering,Sophomore,No,Outside California with family
2020-10-22 15:18:40,2020-10-22 15:19:37,IP Address,100,56,True,2020-10-22 15:19:37,R_1Q6C0SrIEYIlof0,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",0,Decreased,Not changed,Decreased,Increased,"Yes, I use them significantly more",White,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-22 15:33:56,2020-10-22 15:36:07,IP Address,100,131,True,2020-10-22 15:36:07,R_tETjpDQhStfx9ND,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",1-3,Decreased,Not changed,Not changed,Not changed,No change,Asian American,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-22 15:38:00,2020-10-22 15:40:23,IP Address,100,143,True,2020-10-22 15:40:23,R_3NCez9l8b6ajQvf,anonymous,EN,I consent to participate in this survey.,"No, significantly less","Yes, slightly more",1-3,Not changed,Decreased,Not changed,Decreased,No change,Asian American,Female,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Sophomore,No,In California with peers or alone
2020-10-22 15:46:57,2020-10-22 15:50:50,IP Address,100,232,True,2020-10-22 15:50:50,R_1QhAIyhTCXOOaOK,anonymous,EN,I consent to participate in this survey.,No change,"No, slightly less",0,Increased,Decreased,Decreased,Increased,"No, I use them significantly less",Asian American,Male,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,Yes,In California with peers or alone
2020-10-22 16:27:19,2020-10-22 16:29:51,IP Address,100,152,True,2020-10-22 16:29:51,R_1FhMaDGHL3hNjd2,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Increased,Decreased,Decreased,Increased,"No, I use them slightly less",International student,Female,College of Natural Resources,Sophomore,No,Outside California with family
2020-10-22 17:05:20,2020-10-22 17:06:50,IP Address,100,90,True,2020-10-22 17:06:51,R_3O9vdMQwSjk5cg8,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",1-3,Decreased,Not changed,Not changed,Not changed,No change,Asian American,Male,L&S Undeclared/Undecided on Major,Sophomore,No,Outside California with family
2020-10-22 19:01:05,2020-10-22 19:03:09,IP Address,100,123,True,2020-10-22 19:03:09,R_O7nN0DMzCbx0sGB,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",1-3,Not changed,Decreased,Decreased,Increased,"Yes, I use them significantly more",White,Nonbinary,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Senior,Yes,In Berkeley/Co-ops
2020-10-22 19:57:53,2020-10-22 20:00:34,IP Address,100,161,True,2020-10-22 20:00:34,R_3s7xzhfdqL9PGw1,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",1-3,,Decreased,Decreased,Decreased,No change,White,Nonbinary,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Senior,No,In California with peers or alone
2020-10-22 20:29:21,2020-10-22 20:31:11,IP Address,100,110,True,2020-10-22 20:31:11,R_31yjgk936s4Ib5a,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",0,Not changed,Decreased,Decreased,Decreased,No change,Chicanx/Latinx,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Junior,No,In California with family
2020-10-22 23:44:05,2020-10-22 23:46:16,IP Address,100,131,True,2020-10-22 23:46:17,R_24BlvFkTU5JGGq4,anonymous,EN,I consent to participate in this survey.,"No, slightly less","Yes, significantly more",0,Not changed,Decreased,Decreased,Decreased,"No, I use them significantly less",Asian American,Female,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Junior,No,In California with peers or alone
2020-10-23 09:41:00,2020-10-23 09:42:22,IP Address,100,82,True,2020-10-23 09:42:22,R_12rIIbkstAg5ALx,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","No, significantly less",0,Decreased,Decreased,Decreased,Decreased,No change,Asian American,Female,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Sophomore,No,Outside California with family
2020-10-23 10:55:00,2020-10-23 10:55:30,IP Address,100,30,True,2020-10-23 10:55:30,R_339Enc3iYe6KS8C,anonymous,EN,,,,,,,,,,,,,,,
2020-10-23 12:13:34,2020-10-23 12:14:35,IP Address,100,60,True,2020-10-23 12:14:35,R_1I4NYXSRzyCvSjY,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",0,Increased,Decreased,Not changed,Increased,"Yes, I use them significantly more",Asian American,Male,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:13:33,2020-10-23 12:14:35,IP Address,100,62,True,2020-10-23 12:14:35,R_D8K25KFjoo0Bk3f,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more",No change,0,Decreased,Decreased,Decreased,Increased,No change,Asian American,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:13:37,2020-10-23 12:14:45,IP Address,100,68,True,2020-10-23 12:14:45,R_1OjXAOruKoVW7Qh,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more",No change,0,Increased,Decreased,Not changed,Not changed,No change,White,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:13:35,2020-10-23 12:14:48,IP Address,100,73,True,2020-10-23 12:14:49,R_YYaeuVFDmhFP5mN,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, significantly less",1-3,Increased,Decreased,Decreased,Not changed,No change,Asian American,Male,College of Natural Resources,Sophomore,No,In California with family
2020-10-23 12:13:33,2020-10-23 12:14:49,IP Address,100,75,True,2020-10-23 12:14:49,R_0H9ZQKegloWnU1H,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",1-3,Not changed,Not changed,Not changed,Not changed,No change,White,Female,L&S Undeclared/Undecided on Major,Sophomore,No,In California with peers or alone
2020-10-23 12:13:33,2020-10-23 12:14:51,IP Address,100,77,True,2020-10-23 12:14:51,R_1lgUOBJJa9bdXLR,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,0,Decreased,Increased,Not changed,Increased,No change,White,Female,College of Natural Resources,Freshman,No,In Berkeley/Campus Housing
2020-10-23 12:14:01,2020-10-23 12:14:55,IP Address,100,54,True,2020-10-23 12:14:56,R_UfKLmYsrRhUUtaN,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Decreased,Decreased,Decreased,Decreased,No change,Asian American,Male,College of Engineering,Sophomore,No,In California with family
2020-10-23 12:13:57,2020-10-23 12:14:56,IP Address,100,58,True,2020-10-23 12:14:56,R_12tXyWYx28LyILs,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",0,Increased,Decreased,Decreased,Increased,"Yes, I use them slightly more",White,Female,L&S Undeclared/Undecided on Major,Sophomore,No,In California with peers or alone
2020-10-23 12:14:03,2020-10-23 12:14:57,IP Address,100,53,True,2020-10-23 12:14:57,R_qErdZ46wpdLenkt,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,0,Decreased,Not changed,Not changed,Increased,No change,White,Female,College of Natural Resources,Freshman,No,In Berkeley/Co-ops
2020-10-23 12:14:02,2020-10-23 12:14:57,IP Address,100,54,True,2020-10-23 12:14:57,R_2pMkcltbwCHNDuZ,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, significantly less",1-3,Decreased,Decreased,Decreased,Decreased,"Yes, I use them slightly more",Asian American,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:13:57,2020-10-23 12:14:57,IP Address,100,60,True,2020-10-23 12:14:57,R_ThZSFJ6fsYLkCPL,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",1-3,Decreased,Decreased,Decreased,Increased,"No, I use them slightly less",Asian American,Male,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Senior,No,Outside California with family
2020-10-23 12:13:45,2020-10-23 12:14:58,IP Address,100,73,True,2020-10-23 12:14:58,R_0TyCMakqG02ijkZ,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Decreased,Decreased,Decreased,Increased,"No, I use them slightly less",White,Male,L&S Undeclared/Undecided on Major,Sophomore,No,In California with family
2020-10-23 12:13:34,2020-10-23 12:14:58,IP Address,100,83,True,2020-10-23 12:14:58,R_2OU7ZBoNvlNgKYq,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, significantly less",0,Decreased,Not changed,Decreased,Increased,No change,Asian American,Female,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Junior,No,In California with family
2020-10-23 12:14:02,2020-10-23 12:14:58,IP Address,100,56,True,2020-10-23 12:14:59,R_1GVmPR4r5ogUqPq,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",1-3,Not changed,Not changed,Not changed,Increased,"Yes, I use them slightly more",Asian American,Male,L&S Undeclared/Undecided on Major,Freshman,No,Outside California with family
2020-10-23 12:13:41,2020-10-23 12:15:01,IP Address,100,79,True,2020-10-23 12:15:01,R_SJMX14zMZVAO8Lv,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, significantly less",1-3,Decreased,Decreased,Not changed,Not changed,No change,Decline to State,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:13:34,2020-10-23 12:15:02,IP Address,100,87,True,2020-10-23 12:15:02,R_1NqqGrw9FUWo18D,anonymous,EN,I consent to participate in this survey.,"No, slightly less","Yes, significantly more",0,Decreased,Decreased,Decreased,Decreased,No change,Asian American,Female,College of Natural Resources,Freshman,No,Outside California with family
2020-10-23 12:13:56,2020-10-23 12:15:02,IP Address,100,66,True,2020-10-23 12:15:02,R_3G1lOdEqfYioTc5,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",1-3,Increased,Not changed,Not changed,Not changed,"Yes, I use them slightly more",White,Male,L&S Undeclared/Undecided on Major,Sophomore,No,In Berkeley/Co-ops
2020-10-23 12:13:48,2020-10-23 12:15:05,IP Address,100,76,True,2020-10-23 12:15:05,R_067if6jvfRXxxf3,anonymous,EN,I consent to participate in this survey.,No change,No change,0,Increased,Decreased,Not changed,Decreased,No change,Asian American,Female,L&S Undeclared/Undecided on Major,Sophomore,No,Outside California with family
2020-10-23 12:13:56,2020-10-23 12:15:05,IP Address,100,69,True,2020-10-23 12:15:05,R_BYgvyqVDt3ZJ7r3,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Not changed,Decreased,Not changed,Increased,"Yes, I use them slightly more",White,Male,L&S Undeclared/Undecided on Major,Freshman,No,In Berkeley/Campus Housing
2020-10-23 12:13:54,2020-10-23 12:15:05,IP Address,100,71,True,2020-10-23 12:15:06,R_ylTwXmYN9BjkVfX,anonymous,EN,I consent to participate in this survey.,No change,"Yes, significantly more",0,Increased,Decreased,Decreased,Increased,"No, I use them slightly less",White,Female,College of Natural Resources,Junior,No,In California with peers or alone
2020-10-23 12:13:33,2020-10-23 12:15:06,IP Address,100,92,True,2020-10-23 12:15:06,R_ZEtHHrRdj29XAxH,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more",No change,0,Not changed,Decreased,Not changed,Increased,"Yes, I use them slightly more",White,Male,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:13:51,2020-10-23 12:15:06,IP Address,100,75,True,2020-10-23 12:15:06,R_1IlRSLOeYcr3Ezm,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",1-3,Decreased,Not changed,Not changed,Not changed,No change,Asian American,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:13:55,2020-10-23 12:15:06,IP Address,100,70,True,2020-10-23 12:15:06,R_1odyl57EzBeQg0Y,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",1-3,Decreased,Decreased,Decreased,Increased,No change,Asian American,Male,College of Engineering,Junior,Yes,In California with family
2020-10-23 12:13:48,2020-10-23 12:15:07,IP Address,100,78,True,2020-10-23 12:15:08,R_2YJM2kfhRLrGUCl,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",0,Decreased,Decreased,Decreased,Increased,No change,Asian American,Male,L&S Undeclared/Undecided on Major,Freshman,No,Outside California with family
2020-10-23 12:13:57,2020-10-23 12:15:09,IP Address,100,72,True,2020-10-23 12:15:09,R_BsK2RCFPQWhHkK5,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",0,Increased,Not changed,Decreased,Not changed,"Yes, I use them significantly more",Chicanx/Latinx,Female,College of Natural Resources,Freshman,Yes,In California with family
2020-10-23 12:13:42,2020-10-23 12:15:09,IP Address,100,86,True,2020-10-23 12:15:09,R_2at7rdYVpJk3kci,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more",No change,0,Decreased,Decreased,Decreased,Increased,No change,Asian American,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Freshman,No,In California with family
2020-10-23 12:14:08,2020-10-23 12:15:09,IP Address,100,61,True,2020-10-23 12:15:09,R_3n6ptd2NRz5aUPp,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",0,Decreased,Not changed,Decreased,,No change,Chicanx/Latinx,Male,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Sophomore,No,In California with family
2020-10-23 12:13:48,2020-10-23 12:15:10,IP Address,100,81,True,2020-10-23 12:15:10,R_3HH3Qk2h3KE3K8H,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more",No change,0,Not changed,Decreased,Not changed,Decreased,No change,Chicanx/Latinx,Female,College of Natural Resources,Sophomore,No,In California with family
2020-10-23 12:13:56,2020-10-23 12:15:12,IP Address,100,75,True,2020-10-23 12:15:12,R_3HFzoMMU7ExRcYd,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, significantly less",1-3,Decreased,Decreased,Decreased,Increased,No change,Asian American,Female,"L&S Undergraduate Studies Division (e.g., American Studies, Applied Languages, Creative Writing, Data Science, Disability Studies, Interdisciplinary Studies, Media Studies)",Sophomore,No,Outside California with family
2020-10-23 12:13:32,2020-10-23 12:15:12,IP Address,100,99,True,2020-10-23 12:15:12,R_1Ho4VHZ7e43h9vD,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more",No change,0,Not changed,Decreased,Decreased,Increased,No change,Chicanx/Latinx,Female,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Junior,Yes,In California with family
2020-10-23 12:14:25,2020-10-23 12:15:13,IP Address,100,47,True,2020-10-23 12:15:13,R_r9kIVNN7dttZ9OF,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Decreased,Decreased,Decreased,Increased,No change,Asian American,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Junior,No,Outside California with family
2020-10-23 12:14:03,2020-10-23 12:15:15,IP Address,100,71,True,2020-10-23 12:15:15,R_33kbCskdNcQXSYL,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Not changed,Not changed,Not changed,Not changed,"No, I use them significantly less",Decline to State,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:13:45,2020-10-23 12:15:15,IP Address,100,90,True,2020-10-23 12:15:15,R_3ghjsaKopgKqfER,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",0,Decreased,Not changed,Not changed,Increased,"Yes, I use them slightly more",Asian American,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:14:09,2020-10-23 12:15:15,IP Address,100,66,True,2020-10-23 12:15:15,R_2Br3vhwCzUXhjrL,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Decreased,Decreased,Decreased,Decreased,"No, I use them significantly less",Asian American,Female,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Sophomore,No,In California with family
2020-10-23 12:13:32,2020-10-23 12:15:16,IP Address,100,103,True,2020-10-23 12:15:16,R_1FtsE9hXI4M9UBB,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",0,Increased,Not changed,Not changed,Not changed,No change,White,Male,"L&S Undergraduate Studies Division (e.g., American Studies, Applied Languages, Creative Writing, Data Science, Disability Studies, Interdisciplinary Studies, Media Studies)",Junior,Yes,In California with family
